Authors;Year;Paper ID;Title;Abstract
S. Warden and Christian S Wright and R. Fuchs;2020;e8a5a8ebbf670e5794246d8d30ffd0457711ffdd;Bone Microarchitecture and Strength Adaptation to Physical Activity: A Within-Subject Controlled HRpQCT Study;"Supplemental digital content is available in the text. ABSTRACT Purpose Physical activity benefits bone mass and cortical bone size. The current study assessed the impact of chronic (≥10 yr) physical activity on trabecular microarchitectural properties and microfinite element analyses of estimated bone strength. Methods Female collegiate-level tennis players (n = 15; age = 20.3 ± 0.9 yr) were used as a within-subject controlled model of chronic unilateral upper-extremity physical activity. Racquet-to-nonracquet arm differences at the distal radius and radial diaphysis were assessed using high-resolution peripheral quantitative computed tomography. The distal tibia and the tibial diaphysis in both legs were also assessed, and cross-country runners (n = 15; age = 20.8 ± 1.2 yr) included as controls. Results The distal radius of the racquet arm had 11.8% (95% confidence interval [CI] = 7.9% to 15.7%) greater trabecular bone volume/tissue volume, with trabeculae that were greater in number, thickness, connectivity, and proximity to each other than that in the nonracquet arm (all P < 0.01). Combined with enhanced cortical bone properties, the microarchitectural advantages at the distal radius contributed a 18.7% (95% CI = 13.0% to 24.4%) racquet-to-nonracquet arm difference in predicted load before failure. At the radial diaphysis, predicted load to failure was 9.6% (95% CI = 6.7% to 12.6%) greater in the racquet versus nonracquet arm. There were fewer and smaller side-to-side differences at the distal tibia; however, the tibial diaphysis in the leg opposite the racquet arm was larger with a thicker cortex and had 4.4% (95% CI = 1.7% to 7.1%) greater strength than the contralateral leg. Conclusion Chronically elevated physical activity enhances trabecular microarchitecture and microfinite element estimated strength, furthering observations from short-term longitudinal studies. The data also demonstrate that tennis players exhibit crossed symmetry wherein the leg opposite the racquet arm possesses enhanced tibial properties compared with in the contralateral leg."
Danielle E. Whittier and STEVEN K. Boyd and A. Burghardt and Julien Paccou and A. Ghasem-Zadeh and Roland Chapurlat and K. Engelke and M. Bouxsein and M. Bouxsein;2020;2d847c882dcab4d4938612e6820ad3bb4dd553df;Guidelines for the assessment of bone density and microarchitecture in vivo using high-resolution peripheral quantitative computed tomography;
M. Balda;2020;b8f3db259c8ac35c8cb1c8fcac7379ae96f36399;Quantitative Computed Tomography;Computed Tomography (CT) is a wide-spread medical imaging modality. Traditional CT yields information on a patient’s anatomy in form of slice images or volume data. Hounsfield Units (HU) are used to quantify the imaged tissue properties. Due to the polychromatic nature of X-rays in CT, the HU values for a specific tissue depend on its density and composition but also on CT system parameters and settings and the surrounding materials. The main objective of Quantitative CT (QCT) is measuring characteristic physical tissue or material properties quantitatively. These characteristics can, for instance, be density of contrast agents or local X-ray attenuation. Quantitative measurements enable specific medical applications such as perfusion diagnostic or attenuation correction for Positron Emission Tomography (PET). This work covers three main topics of QCT. After a short introduction to the physical and technological basics for QCT, we focus on spectral X-ray detection for CT. Here, we introduce two simulation concepts for spectral CT detectors, one for integrating scintillation and one for directly-converting counting detectors. These concepts are tailored specifically for the examined detector type and are supported by look-up tables. They enable whole scan simulations about 200 times quicker than standard particle interaction simulations without sacrificing the desired precision. These simulations can be used to optimize detector parameters with respect to the quality of the reconstructed final result. The results were verified with data from real detectors, prototypes and measuring stations. The second topic is QCT algorithms which use spectral CT data to realize QCT applications. The core concept introduced here is Local Spectral Reconstruction (LSR). LSR is an iterative reconstruction scheme which yields an analytic characterization of local spectral attenuation properties in object space. From this characterization, various quantitative measures can be computed. Within this theoretical framework, various QCT applications can be formulated. This is demonstrated for quantitative beam-hardening correction, PET and SPECT attenuation correction and material identification. The final part is dedicated to noise reduction for QCT. In CT noise reduction is directly linked to patient dose saving. Here, we introduce two novel techniques: Firstly an image-based noise reduction based on joint histograms of multi-energy data-sets. This method explicitly incorporates the typical signal properties of multispectral data. We demonstrate a dose saving potential of 20% on real and synthetic data. The second method is a non-linear filter applied to projection data. It uses a point-based projection model to identify and preserve structures in the projection domain. This principle is applied to a modified bilateral filter, where the photometric similarity measure is replaced with a structural similarity measure derived from this concept. We examine the properties of this filter on synthetic and real patient data. We get a noise reduction potential of about 15% without sacrificing image sharpness. This is verified on synthetic data and real phantom and patient scans.
Alice Dudle and Yvan Gugler and Osman Berk Satir and J. Gewiess and Stefan Klein and Philippe Zysset;2024;7a5e5f6c6364cbd54000d5bcb7277b986722541e;QCT-based spatio-temporal aging atlas of the proximal femur BMD and cortical geometry;
J. Adams;2012;687a842a8ce11a3a12001c987558d5ee2be0dae1;Advances in bone imaging for osteoporosis;The diagnosis and management of osteoporosis have been improved by the development of new quantitative methods of skeletal assessment and by the availability of an increasing number of therapeutic options, respectively. A number of imaging methods exist and all have advantages and disadvantages. Dual-energy X-ray absorptiometry (DXA) is the most widely available and commonly utilized method for clinical diagnosis of osteoporosis and will remain so for the foreseeable future. The WHO 10-year fracture risk assessment tool (FRAX®) will improve clinical use of DXA and the cost-effectiveness of therapeutic intervention. Improved reporting of radiographic features that suggest osteoporosis and the presence of vertebral fracture, which are powerful predictors of future fractures, could increase the frequency of appropriate DXA referrals. Quantitative CT remains predominantly a research tool, but has advantages over DXA—allowing measurement of volumetric density, separate measures of cortical and trabecular bone density, and evaluation of bone shape and size. High resolution imaging, using both CT and MRI, has been introduced to measure trabecular and cortical bone microstructure. Although these methods provide detailed insights into the effects of disease and therapies on bone, they are technically challenging and not widely available, so they are unlikely to be used in clinical practice
Katherine A Williams and N. J. Gostling and J. Steer and R. Oreffo and P. Schneider;2020;80708f2ab7eeaf1bea99e6c56259a4e6681b1772;Quantifying intracortical bone microstructure: A critical appraisal of 2D and 3D approaches for assessing vascular canals and osteocyte lacunae;Describing and quantifying vascular canal orientation and volume of osteocyte lacunae in bone is important in studies of bone growth, mechanics, health and disease. It is also an important element in analysing fossil bone in palaeohistology, key to understanding the growth, life and death of extinct animals. Often, bone microstructure is studied using two‐dimensional (2D) sections, and three‐dimensional (3D) shape and orientation of structures are estimated by modelling the structures using idealised geometries based on information from their cross sections. However, these methods rely on structures meeting strict geometric assumptions. Recently, 3D methods have been proposed which could provide a more accurate and robust approach to bone histology, but these have not been tested in direct comparison with their 2D counterparts in terms of accuracy and sensitivity to deviations from model assumptions. We compared 2D and 3D methodologies for estimating key microstructural traits using a combination of experimental and idealised test data sets. We generated populations of cylinders (canals) and ellipsoids (osteocyte lacunae), varying the cross‐sectional aspect ratios of cylinders and orientation of ellipsoids to test sensitivity to deviations from cylindricality and longitudinal orientation, respectively. Using published methods, based on 2D sections and 3D data sets, we estimated cylinder orientation and ellipsoid volume. We applied the same methods to six CT data sets of duck cortical bone, using the full volumes for 3D measurements and single CT slices to represent 2D sections. Using in silico test data sets that did deviate from ideal cylinders and ellipsoids resulted in inaccurate estimates of cylinder or canal orientation, and reduced accuracy in estimates of ellipsoid and lacunar volume. These results highlight the importance of using appropriate 3D imaging and quantitative methods for quantifying volume and orientation of 3D structures and offer approaches to significantly enhance our understanding of bone physiology based on accurate measures for bone microstructures.
Pei Dong and S. Haupert and B. Hesse and M. Langer and P. Gouttenoire and V. Bousson and F. Peyrin;2014;f0d720cf7eeaaa7feec9c83f99d26523d03d3aad;3D osteocyte lacunar morphometric properties and distributions in human femoral cortical bone using synchrotron radiation micro-CT images.;
P. Varga and A. Pacureanu and M. Langer and H. Suhonen and B. Hesse and Q. Grimal and P. Cloetens and K. Raum and F. Peyrin;2013;71f86f63df608c46d26654dc8f55e471f2dcaf41;Investigation of the three-dimensional orientation of mineralized collagen fibrils in human lamellar bone using synchrotron X-ray phase nano-tomography.;
Fang Wang and Leyu Zheng and J. Theopold and S. Schleifenbaum and C. Heyde and G. Osterhoff;2022;970bb299cbba832214e24aa7daa78228e9a6a62a;Methods for bone quality assessment in human bone tissue: a systematic review;Background For biomechanical investigations on bone or bone implants, bone quality represents an important potential bias. Several techniques for assessing bone quality have been described in the literature. This study aims to systematically summarize the methods currently available for assessing bone quality in human bone tissue, and to discuss the advantages and limitations of these techniques. Methods A systematic review of the literature was carried out by searching the PubMed and Web of Science databases from January 2000 to April 2021. References will be screened and evaluated for eligibility by two independent reviewers as per PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) guidelines. Studies must apply to bone quality assessment with imaging techniques, mechanical testing modalities, and compositional characterization. The terms used for the systematic search were: “(bone quality”. Ti,ab.) AND “(human bone specimens)”. Results The systematic review identified 502 relevant articles in total. Sixty-eight articles met the inclusion criteria. Among them, forty-seven articles investigated several imaging modalities, including radiography, dual-energy X-ray absorptiometry (DEXA), CT-based techniques, and MRI-based methods. Nineteen articles dealt with mechanical testing approaches, including traditional testing modalities and novel indentation techniques. Nine articles reported the correlation between bone quality and compositional characterization, such as degree of bone mineralization (DBM) and organic composition. A total of 2898 human cadaveric bone specimens were included. Conclusions Advanced techniques are playing an increasingly important role due to their multiple advantages, focusing on the assessment of bone morphology and microarchitecture. Non-invasive imaging modalities and mechanical testing techniques, as well as the assessment of bone composition, need to complement each other to provide comprehensive and ideal information on the bone quality of human bone specimens.
H. Kamioka and Yoshitaka Kameo and Y. Imai and A. Bakker and R. Bacabac and N. Yamada and A. Takaoka and T. Yamashiro and T. Adachi and J. Klein-Nulend;2012;56e998024ebefa8d45aa62783b369936fb4912f5;Microscale fluid flow analysis in a human osteocyte canaliculus using a realistic high-resolution image-based three-dimensional model.;Osteocytes play a pivotal role in the regulation of skeletal mass. Osteocyte processes are thought to sense the flow of interstitial fluid that is driven through the osteocyte canaliculi by mechanical stimuli placed upon bone, but how this flow elicits a cellular response is virtually unknown. Modern theoretical models assume that osteocyte canaliculi contain ultrastructural features that amplify the fluid flow-derived mechanical signal. Unfortunately the calcified bone matrix has considerably hampered studies on the osteocyte process within its canaliculus. Using one of the few ultra high voltage electron microscopes (UHVEM) available worldwide, we applied UHVEM tomography at 2 MeV to reconstruct unique three-dimensional images of osteocyte canaliculi in 1 μm sections of human bone. A realistic three-dimensional image-based model of a single canaliculus was constructed, and the fluid dynamics of a Newtonian fluid flow within the canaliculus was analyzed. We created virtual 2.2 nm thick sections through a canaliculus and found that traditional TEM techniques create a false impression that osteocyte processes are directly attached to the canalicular wall. The canalicular wall had a highly irregular surface and contained protruding axisymmetric structures similar in size and shape to collagen fibrils. We also found that the microscopic surface roughness of the canalicular wall strongly influenced the fluid flow profiles, whereby highly inhomogeneous flow patterns emerged. These inhomogeneous flow patterns may induce deformation of cytoskeletal elements in the osteocyte process, thereby amplifying mechanical signals. Based on these observations, new and realistic models can be developed that will significantly enhance our understanding of the process of mechanotransduction in bone.
P. Varga and B. Hesse and M. Langer and Susanne Schrof and N. Männicke and H. Suhonen and A. Pacureanu and D. Pahr and F. Peyrin and K. Raum;2014;79620ccf1992319f61e12c0264a0a6de19775cce;Synchrotron X-ray phase nano-tomography-based analysis of the lacunar–canalicular network morphology and its relation to the strains experienced by osteocytes in situ as predicted by case-specific finite element analysis;
A. C. L. Augusto and Paola Kuenzer Goes and D. Flores and Maria Alice F Costa and M. Takahashi and André C O Rodrigues and Luiz C Padula and T. D. Gasparetto and M. Nogueira-Barbosa and A. Aihara;2022;4285af533cb28d117f0c49020949c0ece4f0798c;Imaging Review of Normal and Abnormal Skeletal Maturation.;The growing skeleton undergoes well-described and predictable normal developmental changes, which may be misinterpreted a as pathologic condition at imaging. Primary and secondary ossification centers (SOCs), which form the diaphysis and the epiphysis of long bones, respectively, are formed by endochondral and intramembranous ossification processes. During skeletal maturation, the SOCs may appear irregular and fragmented, which should not be confused with fractures, osteochondritis dissecans, and osteochondrosis. These normal irregularities are generally symmetric with a smooth, round, and sclerotic appearance, which are aspects that help in the differentiation. The metaphysis, epiphysis, and growth plates or physes are common sites of injuries and normal variants in the pediatric skeleton. The metaphysis contains the newly formed bone from endochondral ossification and is highly vascularized. It is predisposed to easy spread of infections and bone tumors. The physis is the weakest structure of the immature skeleton. Injuries to this location may disrupt endochondral ossification and lead to growth disturbances. Pathologic conditions of the epiphyses may extend into the articular surface and lead to articular damage. At MRI, small and localized foci of bone marrow changes within the epiphysis and metaphysis are also a common finding. These can be related to residual red marrow (especially in the metaphysis of long bones and hindfoot), focal periphyseal edema (associated with the process of physeal closure), and ultimately to a normal ossification process. The authors review the imaging appearance of normal skeletal maturation and discuss common maturation disorders on the basis of developmental stage and location. ©RSNA, 2022.
T. C. Lee and S. Mohsin and David Taylor and R. Parkesh and TThorfinnur Gunnlaugsson and Clive Lee and Fergal J. O'Brien and Michael Giehl and Wolfgang Gowin and T. C. Lee and S. Mohsin and D. Taylor;2003;f49ff43666fbebf39a57e0bff73cab410b0d4e85;Detecting microdamage in bone;Fatigue‐induced microdamage in bone contributes to stress and fragility fractures and acts as a stimulus for bone remodelling. Detecting such microdamage is difficult as pre‐existing microdamage sustained in vivo must be differentiated from artefactual damage incurred during specimen preparation. This was addressed by bulk staining specimens in alcohol‐soluble basic fuchsin dye, but cutting and grinding them in an aqueous medium. Nonetheless, some artefactual cracks are partially stained and careful observation under transmitted light, or epifluorescence microscopy, is required. Fuchsin lodges in cracks, but is not site‐specific. Cracks are discontinuities in the calcium‐rich bone matrix and chelating agents, which bind calcium, can selectively label them. Oxytetracycline, alizarin complexone, calcein, calcein blue and xylenol orange all selectively bind microcracks and, as they fluoresce at different wavelengths and colours, can be used in sequence to label microcrack growth. New agents that only fluoresce when involved in a chelate are currently being developed – fluorescent photoinduced electron transfer (PET) sensors. Such agents enable microdamage to be quantified and crack growth to be measured and are useful histological tools in providing data for modelling the material behaviour of bone. However, a non‐invasive method is needed to measure microdamage in patients. Micro‐CT is being studied and initial work with iodine dyes linked to a chelating group has shown some promise. In the long term, it is hoped that repeated measurements can be made at critical sites and microdamage accumulation monitored. Quantification of microdamage, together with bone mass measurements, will help in predicting and preventing bone fracture failure in patients with osteoporosis.
Nicole M Sekel and Julie M. Hughes and Adam J Sterczala and Kelly H Mroz and M. Lovalekar and Jane A. Cauley and J. Greeves and B. Nindl;2023;06c604e412c9705f4ff10812912c2a790d73fc70;Utility of HR-pQCT in detecting training-induced changes in healthy adult bone morphology and microstructure;Healthy bone adjusts its traits in an exceptionally coordinated, compensatory process. Recent advancements in skeletal imaging via High-Resolution Peripheral Quantitative Computed Tomography (HR-pQCT) allows for the in vivo 3-dimensional and longitudinal quantification of bone density, microarchitecture, geometry, and parameters of mechanical strength in response to varying strain stimuli including those resulting from exercise or military training. Further, the voxel size of 61 microns has the potential to capture subtle changes in human bone in as little as 8 weeks. Given the typical time course of bone remodeling, short-term detection of skeletal changes in bone microstructure and morphology is indicative of adaptive bone formation, the deposition of new bone formation, uncoupled from prior resorption, that can occur at mechanistically advantageous regions. This review aims to synthesize existing training-induced HR-pQCT data in three distinct populations of healthy adults excluding disease states, pharmacological intervention and nutritional supplementation. Those included are: 1) military basic or officer training 2) general population and 3) non-osteoporotic aging. This review aims to further identify similarities and contrasts with prior modalities and cumulatively interpret results within the scope of bone functional adaptation.
Silvia Gazzotti and M. A. Aparisi Gómez and E. Schileo and F. Taddei and L. Sangiorgi and M. Fusaro and M. Miceli and G. Guglielmi and A. Bazzocchi;2023;073ed527eee98929b52f2c53a063a60ae6158160;High-resolution peripheral quantitative computed tomography: research or clinical practice?;High-resolution peripheral quantitative CT (HR-pQCT) is a low-dose three-dimensional imaging technique, originally developed for in vivo assessment of bone microarchitecture at the distal radius and tibia in osteoporosis. HR-pQCT has the ability to discriminate trabecular and cortical bone compartments, providing densitometric and structural parameters. At present, HR-pQCT is mostly used in research settings, despite evidence showing that it may be a valuable tool in osteoporosis and other diseases. This review summarizes the main applications of HR-pQCT and addresses the limitations that currently prevent its integration into routine clinical practice. In particular, the focus is on the use of HR-pQCT in primary and secondary osteoporosis, chronic kidney disease (CKD), endocrine disorders affecting bone, and rare diseases. A section on novel potential applications of HR-pQCT is also present, including assessment of rheumatic diseases, knee osteoarthritis, distal radius/scaphoid fractures, vascular calcifications, effect of medications, and skeletal muscle. The reviewed literature seems to suggest that a more widespread implementation of HR-pQCT in clinical practice would offer notable opportunities. For instance, HR-pQCT can improve the prediction of incident fractures beyond areal bone mineral density provided by dual-energy X-ray absorptiometry. In addition, HR-pQCT may be used for the monitoring of anti-osteoporotic therapy or for the assessment of mineral and bone disorder associated with CKD. Nevertheless, several obstacles currently prevent a broader use of HR-pQCT and would need to be targeted, such as the small number of installed machines worldwide, the uncertain cost-effectiveness, the need for improved reproducibility, and the limited availability of reference normative data sets.
D. Pahr and P. Zysset;2009;8f336e98a6444b23915a37fdea94b758ff238707;A comparison of enhanced continuum FE with micro FE models of human vertebral bodies.;
D. Pahr and P. Zysset;2008;2956968c136b850c22a44ae94e89bf6d02947f3b;Influence of boundary conditions on computed apparent elastic properties of cancellous bone;High-resolution finite element models of trabecular bone can be used to study trabecular structure–function relationships, elasticity, multiaxial strength, and tissue remodelling in more detail than experiments. Beside effects of the model size, scan/analysis resolution, segmentation process, etc., the type of the applied boundary conditions (BCs) have a strong influence on the predicted elastic properties. Appropriate BCs have to be applied on hexahedral digital finite element models in order to obtain effective elastic properties. Homogeneous displacement BCs as proposed by Van Rietbergen et al. (J Biomech 29(12):1653–1657, 1996) lead to “apparent” rather than to “effective” elastic properties. This study provides some answers concerning such differences by comparing various BC types (uniform displacement, mixed BCs, periodic BCs), different volume element definitions (original and mirrored models), and several bone volume fractions (BVTV ranging from 6.5 to 37.6%). First, the mixed BCs formulated by Hazanov (Arch Appl Mech 68(6):385–394, 1998) are theoretically extended to shear loading of a porous media. Second, six human bone samples are analyzed, their orthotropic Young’s moduli, shear moduli, and Poisson’s ratios computed and compared. It is found that the proposed mixed BCs give exactly the same effective elastic properties as periodic BCs if a periodic and orthotropic micro-structured material is used and thus denoted as “periodicity compatible” mixed uniform BCs (PMUBCs). As bone samples were shown to be nearly orthotropic for volume element side lengths ≥5 mm the proposed mixed BCs turn out to be the best choice because they give again essentially the same overall elastic properties as periodic BCs. For bone samples of smaller dimensions ( < 5 mm) with a strong anisotropy (beyond orthotropy) uniform displacement BCs remain applicable but they can significantly overestimate the effective stiffness
V. Rietbergen and Keita Ito;2015;12a79579f90d4430de3ccca20fa7dae5b77f392c;A survey of micro-finite element analysis for clinical assessment of bone strength: the first decade.;
Ghislain Maquer and E. Dall'Ara and P. Zysset;2012;696a41c2afd4a66e17ea36fcb51460625b1888ba;Removal of the cortical endplates has little effect on ultimate load and damage distribution in QCT-based voxel models of human lumbar vertebrae under axial compression.;
Y. Chevalier and D. Pahr and P. Zysset;2009;8555d58b948fd5903b5b0968b3c0694481af5e0c;The role of cortical shell and trabecular fabric in finite element analysis of the human vertebral body.;Classical finite element (FE) models can estimate vertebral stiffness and strength with much lower computational costs than muFE analyses, but the accuracy of these models rely on calibrated material properties that are not necessarily consistent with experimental results. In general, trabecular bone material properties are scaled with computer tomography (CT) density alone, without accounting for local variations in anisotropy or micro-architecture. Moreover, the cortex is often omitted or assigned with a constant thickness. In this work, voxel FE models, as well as surface-based homogenized FE models with topologically-conformed geometry and assigned with experimentally validated properties for bone, were developed from a series of 12 specimens tested up to failure. The effects of changing from a digital mesh to a smooth mesh, including a cortex of variable thickness and/or including heterogeneous trabecular fabric, were investigated. In each case, FE predictions of vertebral stiffness and strength were compared with the experimental gold-standard, and changes in elastic strain energy density and damage distributions were reported. The results showed that a smooth mesh effectively removed zones of artificial damage locations occurring in the ragged edges of the digital mesh. Adding an explicit cortex stiffened and strengthened the models, unloading the trabecular centrum while increasing the correlations to experimental stiffness and strength. Further addition of heterogeneous fabric improved the correlations to stiffness (R(2)=0.72) and strength (R(2)=0.89) and moved the damage locations closer to the vertebral endplates, following the local trabecular orientations. It was furthermore demonstrated that predictions of vertebral stiffness and strength of homogenized FE models with topologically-conformed cortical shell and heterogeneous trabecular fabric correlated well with experimental measurements, after assigning purely experimental data for bone without further calibration of material laws at the macroscale of bone. This study successfully demonstrated the limitations of current classical FE methods and provided valuable insights into the damage mechanisms of vertebral bodies.
R. Hambli;2013;34b7e93fc9c6a33961d74c1ef7cfc7d280f87d9f;Micro-CT finite element model and experimental validation of trabecular bone damage and fracture.;
S. Oliviero and M. Giorgi and E. Dall'Ara;2018;79bab37919df133e92f9032f072cf72771ccf981;Validation of finite element models of the mouse tibia using digital volume correlation.;
P. Zysset and E. Dall'Ara and P. Varga and D. Pahr;2013;ba72d192d9f97ac15cb80addbefb0eadf9fe648e;Finite element analysis for prediction of bone strength.;Finite element (FE) analysis has been applied for the past 40 years to simulate the mechanical behavior of bone. Although several validation studies have been performed on specific anatomical sites and load cases, this study aims to review the predictability of human bone strength at the three major osteoporotic fracture sites quantified in recently completed in vitro studies at our former institute. Specifically, the performance of FE analysis based on clinical computer tomography (QCT) is compared with the ones of the current densitometric standards, bone mineral content, bone mineral density (BMD) and areal BMD (aBMD). Clinical fractures were produced in monotonic axial compression of the distal radii, vertebral sections and in side loading of the proximal femora. QCT-based FE models of the three bones were developed to simulate as closely as possible the boundary conditions of each experiment. For all sites, the FE methodology exhibited the lowest errors and the highest correlations in predicting the experimental bone strength. Likely due to the improved CT image resolution, the quality of the FE prediction in the peripheral skeleton using high-resolution peripheral CT was superior to that in the axial skeleton with whole-body QCT. Because of its projective and scalar nature, the performance of aBMD in predicting bone strength depended on loading mode and was significantly inferior to FE in axial compression of radial or vertebral sections but not significantly inferior to FE in side loading of the femur. Considering the cumulated evidence from the published validation studies, it is concluded that FE models provide the most reliable surrogates of bone strength at any of the three fracture sites
Wen Sang and Yihan Li and J. Guignon and X. S. Liu and A. Ural;2021;83008e9598ba96222326d1d27f9abfd4302dcbc4;Structural role of osteocyte lacunae on mechanical properties of bone matrix: A cohesive finite element study.;
K. Engelke and B. Rietbergen and P. Zysset;2016;a77448d31417004dde45d75309c05a9d98216188;FEA to Measure Bone Strength: A Review;Finite element analysis (FEA) based on CT datasets of the spine or hip or on high-resolution peripheral CT datasets of the distal forearm or tibia is now widely used in research and clinical trials to estimate bone strength. Its clinical potential has recently been endorsed by the International Society of Clinical Densitometry Zysset et al. (J Clin Densitom 18(3):359–92, 2015). In vitro validation studies demonstrated the superiority of FEA over DXA for the prediction of ultimate load. In vivo studies confirmed the superiority in the spine, but data were less conclusive in the hip and forearm. Here, in addition to low bone strength the risk of falling is a major determinant of fracture risk. The next level of FEA dissemination, the integration into clinical practice, still faces a number of challenges such as access to dedicated FE software and its integration into the clinical workflow. Also compared to DXA, current FEA techniques have not shown a consistent superiority for hip fracture prediction, while hip CT is associated with a higher radiation exposure than hip DXA. For many clinicians, FEA and the direct measurement of strength instead of BMD are a novel perspective. However, the increasing use of abdominal and pelvic CT scans initially obtained for other clinical diagnosis, for the secondary use to assess osteoporosis and fracture risk (opportunistic screening), may accelerate the use of FEA. In this contribution, the basic technical aspects and limitation of FEA are discussed and the clinically relevant outcome measures are presented. Further advanced topics will broaden the understanding of the various aspects of FEA. Afterward a summary of in vivo studies using FEA for fracture prediction is given, which also includes a discussion of the clinical value of FEA for bone strength measurements
Xiran Cai and R. Brenner and L. Peralta and C. Olivier and P. Gouttenoire and C. Chappard and F. Peyrin and D. Cassereau and P. Laugier and Q. Grimal;2019;e58af76db93c4d6bec95867ae5b7ee77fbc6afc1;Homogenization of cortical bone reveals that the organization and shape of pores marginally affect elasticity;With ageing and various diseases, the vascular pore volume fraction (porosity) in cortical bone increases, and the morphology of the pore network is altered. Cortical bone elasticity is known to decrease with increasing porosity, but the effect of the microstructure is largely unknown, while it has been thoroughly studied for trabecular bone. Also, popular micromechanical models have disregarded several micro-architectural features, idealizing pores as cylinders aligned with the axis of the diaphysis. The aim of this paper is to quantify the relative effects on cortical bone anisotropic elasticity of porosity and other descriptors of the pore network micro-architecture associated with pore number, size and shape. The five stiffness constants of bone assumed to be a transversely isotropic material were measured with resonant ultrasound spectroscopy in 55 specimens from the femoral diaphysis of 29 donors. The pore network, imaged with synchrotron radiation X-ray micro-computed tomography, was used to derive the pore descriptors and to build a homogenization model using the fast Fourier transform (FFT) method. The model was calibrated using experimental elasticity. A detailed analysis of the computed effective elasticity revealed in particular that porosity explains most of the variations of the five stiffness constants and that the effects of other micro-architectural features are small compared to usual experimental errors. We also have evidence that modelling the pore network as an ensemble of cylinders yields biased elasticity values compared to predictions based on the real micro-architecture. The FFT homogenization method is shown to be particularly efficient to model cortical bone.
Quentin A. Meslier and S. Shefelbine;2023;21977ff061970bb2ab914d9782bca8ca54004a0f;Using Finite Element Modeling in Bone Mechanoadaptation;Bone adapts structure and material properties in response to its mechanical environment, a process called mechanoadpatation. For the past 50 years, finite element modeling has been used to investigate the relationships between bone geometry, material properties, and mechanical loading conditions. This review examines how we use finite element modeling in the context of bone mechanoadpatation. Finite element models estimate complex mechanical stimuli at the tissue and cellular levels, help explain experimental results, and inform the design of loading protocols and prosthetics. FE modeling is a powerful tool to study bone adaptation as it complements experimental approaches. Before using FE models, researchers should determine whether simulation results will provide complementary information to experimental or clinical observations and should establish the level of complexity required. As imaging technics and computational capacity continue increasing, we expect FE models to help in designing treatments of bone pathologies that take advantage of mechanoadaptation of bone
Philippe K. Zysset and A. Curnier;1996;acfc96b5ef994ef3a5b13aa2ea9d9fff44e3919f;A 3D damage model for trabecular bone based on fabric tensors.;
P. Zysset and A. Curnier;1995;c7a032c2c6bf8d7a0758b6bd4f22564532aa9800;An alternative model for anisotropic elasticity based on fabric tensors;
S. Cowin;2004;ff76ec2e54d086cf21010ac93c0761fa6e973a17;Anisotropic poroelasticity: fabric tensor formulation;
S. Cowin and C. Turner;1992;26bb5fc74d9e293e158b0f7a3ea386d114416994;On the relationship between the orthotropic Young's moduli and fabric.;
H. Frost;1987;9a2e73fb18ba923f5fa1ef43698d12876d74734f;Bone “mass” and the “mechanostat”: A proposal;The observed fit of bone mass to a healthy animal's typical mechanical usage indicates some mechanism or mechanisms monitor that usage and control the three longitudinal growth, bone modeling, and BMU‐based remodeling activities that directly determine bone mass. That mechanism could be named a mechanostat. Accumulated evidence suggests it includes the bone itself, plus mechanisms that transform its mechanical usage into appropriate signals, plus other mechanisms that detect those signals and then direct the above three biologic activities. In vivo studies have shown that bone strains in or above the 1500–3000 microstrain range cause bone modelling to increase cortical bone mass, while strains below the 100–300 microstrain range release BMU‐based remodeling which then removes existing cortical‐endosteal and trabecular bone. That arrangement provides a dual system in which bone modeling would adapt bone mass to gross overloading, while BMU‐based remodeling would adapt bone mass to gross underloading, and the above strain ranges would be the approximate “setpoints” of those responses.
J. Wolff;1986;28cef370808f86b50af9aba519233a30cfe71892;The Law of Bone Remodelling;
C. Palumbo and M. Ferretti;2021;6b6e41fdddde3c93993302ed52e8c68489df0a7b;The Osteocyte: From “Prisoner” to “Orchestrator”;"Osteocytes are the most abundant bone cells, entrapped inside the mineralized bone matrix. They derive from osteoblasts through a complex series of morpho-functional modifications; such modifications not only concern the cell shape (from prismatic to dendritic) and location (along the vascular bone surfaces or enclosed inside the lacuno-canalicular cavities, respectively) but also their role in bone processes (secretion/mineralization of preosseous matrix and/or regulation of bone remodeling). Osteocytes are connected with each other by means of different types of junctions, among which the gap junctions enable osteocytes inside the matrix to act in a neuronal-like manner, as a functional syncytium together with the cells placed on the vascular bone surfaces (osteoblasts or bone lining cells), the stromal cells and the endothelial cells, i.e., the bone basic cellular system (BBCS). Within the BBCS, osteocytes can communicate in two ways: by means of volume transmission and wiring transmission, depending on the type of signals (metabolic or mechanical, respectively) received and/or to be forwarded. The capability of osteocytes in maintaining skeletal and mineral homeostasis is due to the fact that it acts as a mechano-sensor, able to transduce mechanical strains into biological signals and to trigger/modulate the bone remodeling, also because of the relevant role of sclerostin secreted by osteocytes, thus regulating different bone cell signaling pathways. The authors want to emphasize that the present review is centered on the morphological aspects of the osteocytes that clearly explain their functional implications and their role as bone orchestrators."
F. Safadi and M. Barbe and Samir M. Abdelmagid and M. Rico and Rulla A. Aswad and J. Litvin and S. Popoff;2009;6e8562667ea2fc42dc626a1f855d66830674ed8f;Bone Structure, Development and Bone Biology;
